time,angle 1,velocity 1,angle 2,velocity 2,torque 1,torque 2
0.0,0,0,0,0,0,0
0.1,0.0,0.0,0.0,0.0,0,0
0.2,0.0,0.0,0.0,0.0,0,0
0.30000000000000004,0.0,0.0,0.0,0.0,0.6515021459227468,0.0
0.4,0.0033471715043177194,0.06764794138350194,6.403462383069457e-06,0.00025679553781042915,0.6515021459227468,0.0
0.5,0.013240520967434371,0.1300681900299738,0.00010215715916453979,0.0020273702671697253,0.6949744202238638,-1.5361919998319213e-05
0.6000000000000001,0.029133291661010214,0.18693430490226154,0.0005054020626857208,0.006590479338986951,0.6949744202238638,-1.5361919998319213e-05
0.7000000000000001,0.050023436515988444,0.22938098729089532,0.0015423438487153487,0.014790873070612994,0.6902924042442349,-0.0012016003744764765
0.8,0.07427611137027486,0.25376890292770016,0.003584768727189356,0.0266571599570968,0.6902924042442349,-0.0012016003744764765
0.9,0.10001267850471073,0.25890660513136077,0.006979254208450549,0.041653192154456495,0.6770576467469371,-0.007743036847456882
1.0,0.12522042321291915,0.24328393779400218,0.011938647646490854,0.05764577075577589,0.6770576467469371,-0.007743036847456882
1.1,0.1479518400119476,0.20974158971117232,0.01849821144644227,0.07327855722945668,0.6814059775521965,-0.022587440337506877
1.2000000000000002,0.16656677082225577,0.1615211320584387,0.02642834763282514,0.08463690661930198,0.6814059775521965,-0.022587440337506877
1.3,0.17975841978670773,0.10198373494659332,0.035263652829599194,0.09102700315121945,0.7162942112702778,-0.04336472426023008
1.4000000000000001,0.18679734738456835,0.03930721585121076,0.04430131095577743,0.08839297277918944,0.7162942112702778,-0.04336472426023008
1.5,0.18742448013767377,-0.025457404939754662,0.0526842234662894,0.07781335724753151,0.7829373569173295,-0.06228236751615485
1.6,0.18201140943950594,-0.08064474746531933,0.05949889367949844,0.057038840017161835,0.7829373569173295,-0.06228236751615485
1.7000000000000002,0.1713792187231381,-0.12921747076460527,0.0638554310795684,0.02886611665490025,0.8716534465401933,-0.06979001025775432
1.8,0.1568220741035429,-0.15853053362293568,0.06505461021651686,-0.005749171313266665,0.8716534465401933,-0.06979001025775432
1.9000000000000001,0.13992145746572757,-0.17583519508224918,0.0626183066985986,-0.04333350793065212,0.9658474572607283,-0.059624731047021054
2.0,0.12242238156434328,-0.17030012611629972,0.05646367362720024,-0.07950754270393136,0.9658474572607283,-0.059624731047021054
2.1,0.10610573984290458,-0.1523824468661235,0.04686090506930533,-0.11167718301191296,1.0477795025601138,-0.032656893113643025
2.2,0.09255743743344472,-0.1151796372988305,0.034531789845314305,-0.13342309583385586,1.0477795025601138,-0.032656893113643025
2.3000000000000003,0.08314488541065,-0.07022647971645576,0.02053729026665122,-0.14454210433315845,1.104509235468961,0.002037081094916411
2.4000000000000004,0.07875977557709862,-0.015187740358916277,0.006235240014306051,-0.13926120739606665,1.104509235468961,0.002037081094916411
2.5,0.07991283356416302,0.03983462154628624,-0.006862049745124107,-0.12043069572874665,1.1321561052761204,0.029816136673282465
2.6,0.08653769163063134,0.09362696301917112,-0.017275330302101023,-0.08576917512758554,1.1321561052761204,0.029816136673282465
2.7,0.09817403789313353,0.1394784443870628,-0.02366249608925391,-0.040394539448782234,1.1368313023470558,0.036448696243443615
2.8000000000000003,0.1138895702351989,0.17477255937435365,-0.025084427058498122,0.012861577052450227,1.1368313023470558,0.036448696243443615
