time,Hip Angle,Knee Angle,Hip Momentum,Knee Momentum
17.07,-0.005252,0.14074,-0.34292,-0.36047
17.075,-0.0057955,0.14066,-0.29655,-0.50051
17.08,-0.0061606,0.14074,-0.25342,-0.63539
17.085,-0.006429,0.14074,-0.20931,-0.76678
17.09,-0.0070667,0.14066,-0.16884,-0.88959
17.095,-0.007328,0.14066,-0.12864,-1.0044
17.1,-0.0080919,0.14002,-0.088919,-1.1154
17.105,-0.0086013,0.1399,-0.051489,-1.221
17.11,-0.0087382,0.13966,-0.019986,-1.3153
17.115,-0.0089899,0.13889,0.0084139,-1.4057
17.12,-0.0096282,0.13853,0.032286,-1.4919
17.125,-0.010023,0.13817,0.05251,-1.5693
17.13,-0.010423,0.13744,0.068585,-1.6398
17.135,-0.010825,0.13708,0.082021,-1.7043
17.14,-0.011059,0.13635,0.094125,-1.7595
17.145,-0.011461,0.13599,0.1045,-1.8075
17.15,-0.011687,0.13563,0.1128,-1.8481
17.155,-0.012089,0.13491,0.12145,-1.8821
17.16,-0.012492,0.1342,0.13054,-1.9141
17.165,-0.012897,0.13349,0.138,-1.9429
17.17,-0.013092,0.13271,0.14461,-1.9614
17.175,-0.013302,0.13192,0.1494,-1.9732
17.18,-0.013708,0.13077,0.15217,-1.9785
17.185,-0.013913,0.12996,0.15477,-1.9709
17.19,-0.014114,0.12963,0.15777,-1.9525
17.195,-0.014324,0.12851,0.16021,-1.9325
17.2,-0.014519,0.12802,0.16446,-1.9055
17.205,-0.014733,0.12721,0.17054,-1.8715
17.21,-0.014733,0.12592,0.17583,-1.835
17.215,-0.015142,0.12486,0.18173,-1.8013
17.22,-0.015142,0.12437,0.18831,-1.7668
17.225,-0.015142,0.12312,0.19571,-1.7332
17.23,-0.015142,0.12261,0.20618,-1.7023
17.235,-0.015142,0.12161,0.21999,-1.6722
17.24,-0.015142,0.12032,0.23619,-1.6373
17.245,-0.015142,0.11922,0.25705,-1.5985
17.25,-0.015142,0.11872,0.27939,-1.5582
17.255,-0.014923,0.11792,0.302,-1.5146
17.26,-0.014733,0.11644,0.32717,-1.4701
17.265,-0.014519,0.11575,0.3547,-1.426
17.27,-0.014324,0.11447,0.38211,-1.3817
17.275,-0.014114,0.11332,0.41085,-1.3384
17.28,-0.013913,0.11183,0.44005,-1.2999
17.285,-0.013708,0.11111,0.46793,-1.2611
17.29,-0.013503,0.10931,0.49566,-1.2255
17.295,-0.012897,0.10781,0.52386,-1.1958
17.3,-0.012492,0.10666,0.55399,-1.1679
17.305,-0.012273,0.10485,0.58549,-1.1377
17.31,-0.011867,0.1037,0.61762,-1.1115
17.315,-0.011461,0.10206,0.64903,-1.0877
17.32,-0.011059,0.10092,0.68001,-1.0611
17.325,-0.010263,0.099094,0.70966,-1.0397
17.33,-0.0097803,0.097255,0.73878,-1.0277
17.335,-0.0093823,0.095694,0.76717,-1.0203
17.34,-0.0089899,0.094419,0.79612,-1.012
17.345,-0.0083488,0.092815,0.82522,-1.0094
17.35,-0.0080919,0.091617,0.85126,-1.003
17.355,-0.0074459,0.090339,0.87303,-0.99077
17.36,-0.0070667,0.088551,0.89168,-0.9775
17.365,-0.0066936,0.087403,0.90526,-0.96743
17.37,-0.0061606,0.08661,0.91273,-0.95262
17.375,-0.0055248,0.084774,0.91896,-0.94188
17.38,-0.005252,0.083698,0.9232,-0.93413
17.385,-0.004622,0.082603,0.92415,-0.92278
17.39,-0.004345,0.081891,0.92167,-0.90938
17.395,-0.0040663,0.081158,0.91595,-0.89713
17.4,-0.0037236,0.079666,0.90369,-0.87703
17.405,-0.0031643,0.079719,0.88751,-0.8432
17.41,-0.0028824,0.078944,0.86744,-0.80347
17.415,-0.0025983,0.077439,0.84441,-0.75226
17.42,-0.0020267,0.077194,0.81864,-0.68935
17.425,-0.0017112,0.076284,0.7905,-0.61854
17.43,-0.0014271,0.075676,0.75837,-0.54741
17.435,-0.0011429,0.074648,0.72269,-0.47068
17.44,-0.00085734,0.07449,0.68333,-0.38856
17.445,-0.00028575,0.074155,0.64214,-0.30527
17.45,0.00029051,0.074317,0.59881,-0.21427
17.455,0.00056282,0.073186,0.55329,-0.11464
17.46,0.00085734,0.073185,0.50667,-0.0042468
17.465,0.0014271,0.072187,0.45973,0.10753
17.47,0.0017112,0.071678,0.41003,0.22712
17.475,0.002276,0.071884,0.36211,0.34253
17.48,0.0025983,0.072187,0.3167,0.45559
17.485,0.0028824,0.072187,0.27326,0.56472
17.49,0.0034452,0.072082,0.23268,0.67686
17.495,0.0037236,0.071789,0.1969,0.78332
17.5,0.0040663,0.071678,0.16019,0.89354
17.505,0.004622,0.071884,0.12577,1.0039
17.51,0.004896,0.071884,0.092766,1.1077
17.515,0.005252,0.071883,0.060543,1.2035
17.52,0.0057955,0.072082,0.031049,1.297
17.525,0.0061606,0.072383,0.0088871,1.3813
17.53,0.006429,0.072187,-0.011259,1.4499
17.535,0.0068014,0.072496,-0.026496,1.5088
17.54,0.0070667,0.072497,-0.037624,1.5596
17.545,0.0077074,0.073186,-0.047324,1.5999
17.55,0.0082188,0.073362,-0.056679,1.6288
17.555,0.0086013,0.074154,-0.061694,1.6601
17.56,0.0086013,0.073993,-0.06489,1.6915
17.565,0.0091329,0.074984,-0.064789,1.718
17.57,0.0096282,0.075273,-0.062086,1.7416
17.575,0.010023,0.076068,-0.058421,1.7602
17.58,0.010423,0.076404,-0.054763,1.7699
17.585,0.010659,0.076744,-0.050133,1.7668
17.59,0.011059,0.077884,-0.047542,1.7604
17.595,0.011231,0.07815,-0.044841,1.7501
17.6,0.011461,0.07851,-0.043145,1.7417
17.605,0.011687,0.078944,-0.043514,1.7282
17.61,0.011867,0.079667,-0.046617,1.7149
17.615,0.012273,0.080396,-0.050627,1.691
17.62,0.012683,0.081135,-0.056442,1.659
17.625,0.013092,0.082247,-0.059751,1.6205
17.63,0.013302,0.08261,-0.062464,1.582
17.635,0.013503,0.083698,-0.063693,1.5459
17.64,0.013503,0.084463,-0.063668,1.5181
17.645,0.013708,0.084775,-0.065278,1.493
17.65,0.013913,0.085129,-0.072478,1.4654
17.655,0.014114,0.086178,-0.080894,1.4413
17.66,0.014324,0.0873,-0.092646,1.4173
17.665,0.014324,0.087749,-0.10702,1.3899
17.67,0.014324,0.088551,-0.12177,1.3624
17.675,0.014324,0.089546,-0.13684,1.3419
17.68,0.014324,0.0905,-0.15622,1.3147
17.685,0.014324,0.09149,-0.17716,1.2828
17.69,0.014324,0.091996,-0.20151,1.2476
17.695,0.014324,0.092816,-0.22824,1.211
17.7,0.014324,0.093911,-0.25476,1.169
17.705,0.014324,0.095196,-0.27937,1.1305
17.71,0.014114,0.095441,-0.30516,1.0922
17.715,0.014114,0.096207,-0.32939,1.0534
17.72,0.013708,0.097491,-0.35292,1.013
17.725,0.013503,0.099093,-0.37671,0.97489
17.73,0.013302,0.1001,-0.40014,0.93965
17.735,0.013092,0.10124,-0.42125,0.90946
17.74,0.012897,0.10206,-0.44196,0.8911
17.745,0.012683,0.10336,-0.46291,0.88185
17.75,0.012307,0.10405,-0.4863,0.87109
17.755,0.011867,0.10557,-0.51258,0.85775
17.76,0.011687,0.10703,-0.54205,0.84048
17.765,0.011231,0.10857,-0.57329,0.81668
17.77,0.011059,0.10966,-0.60372,0.79112
17.775,0.010181,0.11147,-0.63161,0.7786
17.78,0.010023,0.1126,-0.65699,0.77217
17.785,0.0093823,0.11482,-0.68078,0.77542
17.79,0.0089899,0.11644,-0.70394,0.78823
17.795,0.0080919,0.11808,-0.72885,0.80783
17.8,0.0074459,0.11953,-0.75332,0.82187
17.805,0.0070667,0.12133,-0.77662,0.84062
17.81,0.006429,0.12286,-0.79765,0.85925
17.815,0.0058898,0.1244,-0.81603,0.87798
17.82,0.005252,0.12513,-0.8309,0.89322
17.825,0.004622,0.12752,-0.84455,0.91301
17.83,0.004345,0.12802,-0.85741,0.9264
17.835,0.0037849,0.12963,-0.86775,0.941
17.84,0.0032168,0.1301,-0.87628,0.95109
17.845,0.0028824,0.13192,-0.88126,0.96042
17.85,0.0023135,0.13315,-0.88166,0.95882
17.855,0.0020267,0.13342,-0.87722,0.95357
17.86,0.0014271,0.13523,-0.87007,0.93628
17.865,0.0011429,0.13635,-0.85805,0.91094
17.87,0.00057205,0.13672,-0.84417,0.87469
17.875,0,0.13708,-0.82789,0.8386
17.88,-0.00028575,0.13853,-0.80859,0.80182
17.885,-0.00057205,0.13889,-0.78531,0.763
17.89,-0.00085734,0.1396,-0.75951,0.71717
17.895,-0.0011429,0.14081,-0.73021,0.66895
17.9,-0.0017396,0.14074,-0.69676,0.60518
17.905,-0.0020267,0.14109,-0.66182,0.52655
17.91,-0.0025983,0.14179,-0.62441,0.43459
17.915,-0.0028824,0.14258,-0.58516,0.33296
17.92,-0.0031643,0.14338,-0.54087,0.21694
17.925,-0.0034452,0.14351,-0.49441,0.09939
17.93,-0.0037236,0.14419,-0.44368,-0.023456
17.935,-0.004345,0.14386,-0.39102,-0.14818
17.94,-0.0049759,0.14405,-0.33624,-0.27474
17.945,-0.005252,0.14419,-0.28386,-0.39754
17.95,-0.0055248,0.14438,-0.23304,-0.52507
17.955,-0.0058898,0.14419,-0.18515,-0.64919
17.96,-0.006429,0.14438,-0.14026,-0.77141
17.965,-0.0068014,0.14438,-0.097398,-0.88516
17.97,-0.0070667,0.14485,-0.057825,-0.99689
17.975,-0.007328,0.1447,-0.022283,-1.0958
17.98,-0.0077074,0.14438,0.0094687,-1.1871
17.985,-0.0079646,0.14485,0.039081,-1.2677
17.99,-0.0083488,0.14452,0.06376,-1.3473
17.995,-0.0089899,0.14405,0.08681,-1.4175
18,-0.0091329,0.14419,0.10892,-1.4816
18.005,-0.0093823,0.14419,0.13031,-1.5439
18.01,-0.0097803,0.14372,0.14816,-1.6003
18.015,-0.0098693,0.14372,0.16456,-1.6422
18.02,-0.010423,0.14304,0.17764,-1.6799
18.025,-0.010659,0.14292,0.18611,-1.7118
18.03,-0.011059,0.14247,0.1906,-1.7306
18.035,-0.011288,0.14213,0.19372,-1.7415
18.04,-0.011461,0.14189,0.19531,-1.7501
18.045,-0.011687,0.14153,0.19545,-1.7468
18.05,-0.012089,0.14109,0.19411,-1.7388
18.055,-0.012307,0.14066,0.19079,-1.7295
18.06,-0.012492,0.14031,0.18515,-1.7158
18.065,-0.012706,0.1399,0.17856,-1.6947
18.07,-0.012897,0.13925,0.17277,-1.67
18.075,-0.012897,0.13893,0.17027,-1.6365
18.08,-0.013106,0.13853,0.17192,-1.5932
18.085,-0.013503,0.13744,0.17658,-1.5479
18.09,-0.013708,0.13708,0.18159,-1.5046
18.095,-0.013913,0.13635,0.18689,-1.4628
18.1,-0.014114,0.13601,0.19105,-1.4262
18.105,-0.014114,0.13566,0.19392,-1.3958
18.11,-0.014114,0.13495,0.19574,-1.3671
18.115,-0.014324,0.1342,0.19866,-1.3363
18.12,-0.014324,0.13342,0.20384,-1.3032
18.125,-0.014324,0.13271,0.21159,-1.2712
18.13,-0.014324,0.13158,0.22067,-1.2412
18.135,-0.014324,0.13112,0.23313,-1.2113
18.14,-0.014324,0.13077,0.24721,-1.1856
18.145,-0.014324,0.12996,0.26136,-1.1619
18.15,-0.014324,0.12996,0.27609,-1.1337
18.155,-0.014324,0.12851,0.29283,-1.1015
18.16,-0.013913,0.12802,0.30951,-1.067
18.165,-0.013708,0.12752,0.32807,-1.0276
18.17,-0.013708,0.12651,0.34657,-0.98945
18.175,-0.013708,0.12541,0.36623,-0.95534
18.18,-0.013503,0.12413,0.38592,-0.92276
18.185,-0.013503,0.12413,0.40476,-0.89316
18.19,-0.013092,0.12286,0.42164,-0.87026
18.195,-0.012897,0.12183,0.43858,-0.85102
18.2,-0.012492,0.12155,0.4529,-0.83321
18.205,-0.012273,0.12032,0.46477,-0.82021
18.21,-0.012273,0.11922,0.47689,-0.80838
18.215,-0.011461,0.11792,0.49105,-0.79586
18.22,-0.011461,0.11711,0.50652,-0.78072
18.225,-0.010825,0.11562,0.52595,-0.7684
18.23,-0.010423,0.11412,0.54892,-0.75796
18.235,-0.010023,0.1134,0.57387,-0.75194
18.24,-0.0096282,0.11224,0.59807,-0.74799
18.245,-0.009237,0.11114,0.62091,-0.75078
18.25,-0.0087382,0.1093,0.63967,-0.75475
18.255,-0.0082188,0.10818,0.65561,-0.7528
18.26,-0.0077074,0.10636,0.66896,-0.75117
18.265,-0.0070667,0.10475,0.68108,-0.75385
18.27,-0.006429,0.10309,0.69385,-0.75973
18.275,-0.0058898,0.10124,0.70821,-0.77479
18.28,-0.005252,0.099913,0.72344,-0.80493
18.285,-0.004622,0.09806,0.73825,-0.84325
18.29,-0.0040663,0.096735,0.75084,-0.88643
18.295,-0.0034452,0.095173,0.76117,-0.93055
18.3,-0.0028824,0.094137,0.76898,-0.96445
18.305,-0.0020267,0.092906,0.77436,-0.98865
18.31,-0.0014271,0.091308,0.7808,-1.0054
18.315,-0.0011429,0.090501,0.78793,-1.0108
18.32,-0.00057205,0.088888,0.79392,-1.0077
18.325,-0.00028575,0.087863,0.79739,-1.0069
18.33,0.00028575,0.086795,0.79757,-1.0075
18.335,0.00057205,0.085983,0.79099,-1.002
18.34,0.0011429,0.085129,0.7782,-0.995
18.345,0.0014271,0.084828,0.76048,-0.98364
18.35,0.0019938,0.084022,0.73859,-0.95739
18.355,0.0025983,0.083314,0.71298,-0.91403
18.36,0.0028824,0.08261,0.68397,-0.86002
18.365,0.0031643,0.081883,0.65423,-0.79689
18.37,0.0034452,0.081134,0.62205,-0.72657
18.375,0.0040663,0.081158,0.58977,-0.65268
18.38,0.004622,0.080825,0.55698,-0.58072
18.385,0.004896,0.080472,0.52412,-0.50282
18.39,0.005252,0.080031,0.48927,-0.41346
18.395,0.0055248,0.07961,0.45265,-0.3092
18.4,0.0060627,0.078944,0.41247,-0.19301
18.405,0.006429,0.078588,0.36837,-0.061665
18.41,0.0066936,0.078234,0.32136,0.077781
18.415,0.007328,0.078662,0.27366,0.22161
18.42,0.0074459,0.07815,0.22623,0.36492
18.425,0.0077074,0.077793,0.17866,0.50147
18.43,0.0082188,0.077884,0.13182,0.63214
18.435,0.0086013,0.077793,0.084702,0.75746
18.44,0.0087382,0.077698,0.036274,0.87107
18.445,0.0089899,0.077698,-0.012054,0.97577
18.45,0.0096282,0.078234,-0.056036,1.0821
18.455,0.010023,0.078588,-0.094261,1.1888
18.46,0.010263,0.078588,-0.1249,1.2888
18.465,0.010423,0.078511,-0.14897,1.3883
18.47,0.010891,0.078662,-0.16605,1.4799
18.475,0.011231,0.079666,-0.18117,1.5562
18.48,0.011461,0.079304,-0.19564,1.613
18.485,0.011461,0.07961,-0.21027,1.658
18.49,0.012089,0.080076,-0.22308,1.6922
18.495,0.012273,0.080765,-0.23529,1.7242
18.5,0.012492,0.080796,-0.24625,1.7494
18.505,0.012683,0.081158,-0.25537,1.7732
18.51,0.012897,0.081535,-0.26221,1.7898
18.515,0.013092,0.082247,-0.26921,1.7962
18.52,0.013302,0.08261,-0.27594,1.7855
18.525,0.013503,0.08336,-0.28098,1.7707
18.53,0.013708,0.083337,-0.28345,1.7494
18.535,0.013913,0.084463,-0.28392,1.7281
18.54,0.014114,0.084774,-0.28315,1.7038
18.545,0.014114,0.085129,-0.28168,1.6812
18.55,0.014114,0.085481,-0.27903,1.6545
18.555,0.014114,0.085906,-0.27721,1.6242
18.56,0.014309,0.086259,-0.27726,1.5858
18.565,0.014519,0.087403,-0.27568,1.5501
18.57,0.014519,0.088089,-0.27349,1.5146
18.575,0.014519,0.088551,-0.27429,1.4754
18.58,0.014519,0.088888,-0.2775,1.4324
18.585,0.014519,0.089693,-0.283,1.391
18.59,0.014519,0.090176,-0.29256,1.343
18.595,0.014519,0.090991,-0.30724,1.2933
18.6,0.014519,0.091618,-0.32213,1.2447
18.605,0.014324,0.092306,-0.33669,1.2039
18.61,0.014114,0.093114,-0.34965,1.167
18.615,0.014114,0.093911,-0.36424,1.1341
18.62,0.014114,0.094929,-0.37715,1.0989
18.625,0.013913,0.095954,-0.3904,1.071
18.63,0.013708,0.096468,-0.40435,1.0418
18.635,0.013302,0.097254,-0.42131,1.0129
18.64,0.012897,0.09806,-0.43679,0.9856
18.645,0.012683,0.0994,-0.45292,0.96652
18.65,0.012492,0.099713,-0.47006,0.94028
18.655,0.012273,0.10092,-0.48884,0.91376
18.66,0.012089,0.10255,-0.50705,0.88479
18.665,0.011687,0.10288,-0.52537,0.85696
18.67,0.011288,0.1044,-0.5429,0.82719
18.675,0.010825,0.10593,-0.5599,0.8087
18.68,0.010659,0.10629,-0.57425,0.79449
18.685,0.010023,0.10781,-0.58731,0.7906
18.69,0.0096282,0.1093,-0.6011,0.79129
18.695,0.0089899,0.11077,-0.61609,0.79584
18.7,0.0083488,0.11267,-0.6314,0.80095
18.705,0.0080919,0.1134,-0.6491,0.812
18.71,0.007328,0.11504,-0.66809,0.82285
18.715,0.006429,0.11726,-0.68722,0.84147
18.72,0.0061606,0.11808,-0.70472,0.86641
18.725,0.0055248,0.11993,-0.72185,0.89522
18.73,0.004896,0.12155,-0.73845,0.92451
18.735,0.004345,0.12311,-0.75382,0.95662
18.74,0.0037849,0.12388,-0.76574,0.98229
18.745,0.0031643,0.1257,-0.77735,1.0064
18.75,0.0025563,0.12733,-0.78709,1.0236
18.755,0.0019938,0.12816,-0.79449,1.0359
18.76,0.0014271,0.12915,-0.79903,1.0416
18.765,0.0011429,0.1303,-0.80111,1.0462
18.77,0.00057205,0.1309,-0.79781,1.0413
18.775,0,0.13202,-0.78992,1.036
18.78,-0.00057205,0.13306,-0.77748,1.0258
18.785,-0.00085734,0.13378,-0.76244,1.0086
18.79,-0.0011429,0.1345,-0.74648,0.98319
18.795,-0.0017112,0.13527,-0.73047,0.95469
18.8,-0.0019938,0.13563,-0.71278,0.90967
18.805,-0.0025983,0.13635,-0.69438,0.85678
18.81,-0.0031643,0.13672,-0.67325,0.79684
18.815,-0.0034452,0.13708,-0.6494,0.72489
18.82,-0.0037849,0.13743,-0.62142,0.64138
18.825,-0.0040663,0.1378,-0.59002,0.55395
18.83,-0.004622,0.13853,-0.55375,0.45586
18.835,-0.005252,0.1385,-0.51416,0.34891
18.84,-0.0055248,0.13925,-0.4692,0.23336
18.845,-0.0058898,0.13925,-0.42264,0.11198
18.85,-0.0061606,0.13925,-0.3754,-0.01394
18.855,-0.006429,0.13966,-0.32592,-0.14678
18.86,-0.0068014,0.13966,-0.27516,-0.28556
18.865,-0.0074459,0.13929,-0.22788,-0.42047
18.87,-0.0077074,0.14002,-0.18004,-0.55696
18.875,-0.0080919,0.13961,-0.1326,-0.69373
18.88,-0.0083488,0.13929,-0.08803,-0.82447
18.885,-0.0087382,0.13889,-0.045823,-0.9479
18.89,-0.0091329,0.13853,-0.0051055,-1.0713
18.895,-0.0096282,0.13925,0.030653,-1.1849
18.9,-0.0097803,0.13856,0.062837,-1.2897
18.905,-0.010263,0.13889,0.091219,-1.3852
18.91,-0.010659,0.13815,0.11537,-1.4704
18.915,-0.010825,0.1378,0.13771,-1.5425
18.92,-0.011059,0.1378,0.15981,-1.6107
18.925,-0.011231,0.13745,0.179,-1.6671
18.93,-0.011687,0.13708,0.19623,-1.7165
18.935,-0.011867,0.13635,0.21321,-1.76
18.94,-0.012307,0.13601,0.22865,-1.794
18.945,-0.012492,0.13566,0.24069,-1.8149
18.95,-0.012706,0.13527,0.251,-1.83
18.955,-0.012706,0.1345,0.25991,-1.8369
18.96,-0.013106,0.1342,0.26599,-1.8337
18.965,-0.013302,0.13342,0.26926,-1.8265
18.97,-0.013708,0.13271,0.27189,-1.8172
18.975,-0.013913,0.13158,0.27443,-1.8066
18.98,-0.014114,0.13158,0.27324,-1.7888
18.985,-0.014114,0.13077,0.26916,-1.769
18.99,-0.014324,0.12963,0.26562,-1.7447
18.995,-0.014519,0.12946,0.26122,-1.7152
19,-0.014519,0.12899,0.25715,-1.6768
19.005,-0.014519,0.12802,0.25697,-1.6365
19.01,-0.014519,0.1274,0.26049,-1.5914
19.015,-0.014519,0.12691,0.26493,-1.5399
19.02,-0.014519,0.12613,0.27301,-1.4868
19.025,-0.014519,0.12513,0.28245,-1.4368
19.03,-0.014324,0.1244,0.29427,-1.391
19.035,-0.014324,0.12388,0.30916,-1.3493
19.04,-0.014114,0.12259,0.32652,-1.3177
19.045,-0.014114,0.12183,0.34321,-1.2872
19.05,-0.013913,0.12053,0.36167,-1.2611
19.055,-0.013708,0.11972,0.38009,-1.2346
19.06,-0.013503,0.11891,0.3964,-1.2109
19.065,-0.013302,0.11808,0.41263,-1.1862
19.07,-0.013092,0.11678,0.43099,-1.1655
19.075,-0.012897,0.1161,0.45031,-1.1425
19.08,-0.012683,0.11493,0.4686,-1.1188
19.085,-0.012492,0.11412,0.48811,-1.0957
19.09,-0.012273,0.1129,0.50624,-1.0713
19.095,-0.011687,0.11147,0.52417,-1.0444
19.1,-0.011288,0.1104,0.54219,-1.0148
19.105,-0.010891,0.1089,0.56472,-0.98938
19.11,-0.010423,0.10749,0.59015,-0.96373
19.115,-0.010023,0.10672,0.61925,-0.93993
19.12,-0.0093823,0.10485,0.64932,-0.92056
19.125,-0.0089899,0.10323,0.6785,-0.91339
19.13,-0.0086013,0.10173,0.70353,-0.90971
19.135,-0.0080919,0.1006,0.72515,-0.91192
19.14,-0.0074459,0.098794,0.74398,-0.92615
19.145,-0.0068014,0.09749,0.7591,-0.94588
19.15,-0.006429,0.095954,0.77241,-0.963
19.155,-0.0057955,0.094654,0.78399,-0.97967
19.16,-0.0055248,0.09333,0.79313,-0.99647
19.165,-0.004622,0.091804,0.79981,-1.0026
19.17,-0.0040663,0.09082,0.80606,-1.0037
19.175,-0.0037849,0.090019,0.81004,-0.99762
19.18,-0.0035021,0.088682,0.8118,-0.98697
19.185,-0.0025983,0.087299,0.8131,-0.96837
19.19,-0.0023135,0.086259,0.81154,-0.94788
19.195,-0.0017112,0.085482,0.80585,-0.92187
19.2,-0.0011429,0.084724,0.79799,-0.89784
19.205,-0.00085734,0.084022,0.78998,-0.8718
19.21,-0.00057205,0.083337,0.77861,-0.84236
19.215,0,0.082247,0.76739,-0.80755
19.22,0,0.081504,0.75311,-0.77003
19.225,0.00057205,0.081158,0.73412,-0.72551
19.23,0.0011429,0.08012,0.70855,-0.67363
19.235,0.0017112,0.079771,0.67882,-0.61458
19.24,0.0017396,0.079666,0.64129,-0.54985
19.245,0.002276,0.079012,0.60164,-0.47538
19.25,0.0025983,0.079011,0.56079,-0.38687
19.255,0.0031643,0.078314,0.52001,-0.28874
19.26,0.0037236,0.078055,0.47873,-0.18438
19.265,0.0037236,0.077536,0.43853,-0.067186
19.27,0.0040663,0.077793,0.39774,0.056905
19.275,0.004622,0.077793,0.35715,0.18064
19.28,0.004896,0.077537,0.31472,0.30638
19.285,0.0055248,0.077194,0.27208,0.43586
19.29,0.0055248,0.07709,0.22924,0.56076
19.295,0.0061606,0.077537,0.18743,0.6821
19.3,0.0066936,0.077537,0.14687,0.79712
19.305,0.0069557,0.077537,0.11085,0.90578
19.31,0.007328,0.077884,0.074593,1.0083
19.315,0.0075864,0.077536,0.042683,1.1053
19.32,0.0079646,0.077537,0.013553,1.1941
19.325,0.0083488,0.078314,-0.015582,1.2828
19.33,0.0086013,0.078314,-0.046529,1.3664
19.335,0.0089899,0.078945,-0.072742,1.4408
19.34,0.0096282,0.079304,-0.098475,1.5091
19.345,0.0096282,0.079304,-0.12029,1.5742
19.35,0.0098693,0.079364,-0.13619,1.628
19.355,0.010263,0.080436,-0.14679,1.6782
19.36,0.010659,0.08152,-0.15597,1.7256
19.365,0.011059,0.081884,-0.16066,1.7652
19.37,0.011288,0.082247,-0.16593,1.7968
19.375,0.011461,0.082974,-0.17086,1.8239
19.38,0.011687,0.082959,-0.17522,1.8383
19.385,0.012089,0.08364,-0.17814,1.8414
19.39,0.012273,0.084774,-0.18203,1.8386
19.395,0.012492,0.085189,-0.18389,1.8273
19.4,0.012492,0.085548,-0.1865,1.8084
19.405,0.012706,0.08661,-0.18735,1.7873
19.41,0.013106,0.0873,-0.18756,1.7648
19.415,0.013302,0.087748,-0.18669,1.7363
19.42,0.013507,0.088425,-0.18746,1.7054
19.425,0.013708,0.089546,-0.18779,1.6766
19.43,0.013708,0.090183,-0.19116,1.6465
19.435,0.013708,0.090991,-0.19467,1.6117
19.44,0.013708,0.091804,-0.20244,1.5788
19.445,0.013708,0.09261,-0.21177,1.5505
19.45,0.013708,0.093691,-0.22209,1.5188
19.455,0.013708,0.09419,-0.23196,1.4877
19.46,0.013708,0.095196,-0.24495,1.4613
19.465,0.013708,0.095954,-0.25886,1.4322
19.47,0.013503,0.097254,-0.27474,1.3988
19.475,0.013302,0.098059,-0.29334,1.369
19.48,0.013302,0.099299,-0.31472,1.337
19.485,0.013092,0.10042,-0.33705,1.301
19.49,0.012897,0.10107,-0.35979,1.2669
19.495,0.012706,0.1024,-0.38259,1.2318
19.5,0.012492,0.1037,-0.40599,1.1906
19.505,0.012273,0.10486,-0.42972,1.1538
19.51,0.011867,0.10593,-0.45448,1.1248
19.515,0.01164,0.10749,-0.47864,1.0987
19.52,0.011288,0.10855,-0.5033,1.0785
19.525,0.010825,0.1104,-0.52729,1.0686
19.53,0.010659,0.11118,-0.55144,1.0576
19.535,0.010023,0.11267,-0.5756,1.044
19.54,0.0096282,0.11421,-0.60121,1.0351
19.545,0.0091329,0.11597,-0.62696,1.0304
19.55,0.0086013,0.11742,-0.65496,1.0216
19.555,0.0079646,0.11891,-0.68481,1.0188
19.56,0.0077074,0.12032,-0.71373,1.0222
19.565,0.0070667,0.12235,-0.7402,1.026
19.57,0.006429,0.12388,-0.76465,1.0268
19.575,0.0061606,0.12463,-0.7845,1.03
19.58,0.0056154,0.12642,-0.79939,1.0324
19.585,0.004896,0.12802,-0.81284,1.0333
19.59,0.004622,0.12915,-0.82395,1.0337
19.595,0.004345,0.1303,-0.83177,1.0324
19.6,0.0040663,0.13146,-0.83696,1.0296
19.605,0.0034452,0.13307,-0.83957,1.0225
19.61,0.0028824,0.13378,-0.83698,1.009
19.615,0.0025563,0.13523,-0.83082,0.99088
19.62,0.0019938,0.13566,-0.82232,0.97046
19.625,0.0017112,0.13637,-0.81224,0.94514
19.63,0.0014271,0.13708,-0.79919,0.91182
19.635,0.0011429,0.13817,-0.78293,0.87237
19.64,0.00057205,0.13885,-0.76474,0.82071
19.645,0,0.1392,-0.74362,0.7593
19.65,-0.00028575,0.1399,-0.71863,0.68628
19.655,-0.00057205,0.14066,-0.69164,0.61115
19.66,-0.00057205,0.14144,-0.66247,0.53077
19.665,-0.0014271,0.14127,-0.62995,0.44602
19.67,-0.0017112,0.14213,-0.59341,0.35394
19.675,-0.0019938,0.14292,-0.55281,0.26258
19.68,-0.002276,0.14372,-0.50597,0.16247
19.685,-0.0025983,0.14338,-0.45857,0.054349
19.69,-0.0031643,0.14326,-0.40928,-0.059346
19.695,-0.0034452,0.14359,-0.35932,-0.17694
19.7,-0.0037236,0.14405,-0.31142,-0.3
19.705,-0.0040009,0.14438,-0.2679,-0.42699
19.71,-0.004345,0.14452,-0.22267,-0.55492
19.715,-0.004896,0.14438,-0.17907,-0.67802
19.72,-0.005252,0.14452,-0.13986,-0.79359
19.725,-0.0055248,0.14501,-0.10365,-0.90707
19.73,-0.0057955,0.14533,-0.069571,-1.0125
19.735,-0.0061606,0.14452,-0.041332,-1.1084
19.74,-0.006429,0.14485,-0.016601,-1.1998
19.745,-0.0066936,0.14452,0.0089168,-1.2868
19.75,-0.0070667,0.14468,0.035399,-1.364
19.755,-0.0075864,0.14438,0.059519,-1.4315
19.76,-0.0079646,0.14405,0.080706,-1.4924
19.765,-0.0082188,0.14405,0.099678,-1.5407
