time,Hip Angle,Knee Angle,Hip Momentum,Knee Momentum
0,-0.011461,0.012407,-0.029341,0.031763
0.005,-0.010659,0.012407,-0.085969,0.095289
0.01,-0.0096282,0.011891,-0.16724,0.18926
0.015,-0.0089899,0.011378,-0.27153,0.31235
0.02,-0.0080919,0.010363,-0.39654,0.46197
0.025,-0.0070667,0.0097495,-0.48095,0.57303
0.03,-0.0061606,0.0089225,-0.52657,0.6434
0.035,-0.005252,0.0079289,-0.53633,0.67319
0.04,-0.0040663,0.0067774,-0.51047,0.66207
0.045,-0.0031643,0.0056153,-0.45128,0.61227
0.05,-0.0023135,0.004454,-0.39117,0.55572
0.055,-0.0011429,0.0030053,-0.32974,0.49294
0.06,0,0.0014819,-0.26606,0.4238
0.065,0.0011429,0.00037085,-0.20165,0.35004
0.07,0.0020267,-0.0014819,-0.13657,0.27026
0.075,0.0031643,-0.0030055,-0.069631,0.18494
0.08,0.004345,-0.0044538,-0.0014892,0.095677
0.085,0.005252,-0.0056162,0.066652,0.0047447
0.09,0.0061606,-0.0064345,0.1343,-0.087208
0.095,0.0070667,-0.0072623,0.20157,-0.17579
0.1,0.0079646,-0.0085957,0.2671,-0.25959
0.105,0.0089899,-0.0092433,0.33047,-0.33655
0.11,0.0096282,-0.0099497,0.3916,-0.40644
0.115,0.010659,-0.010569,0.4514,-0.46948
0.12,0.011687,-0.01116,0.51013,-0.52771
0.125,0.012492,-0.011378,0.62684,-0.64228
0.13,0.013106,-0.011891,0.79677,-0.81488
0.135,0.013909,-0.012125,1.0158,-1.0428
0.14,0.01471,-0.012408,1.2796,-1.3232
0.145,0.015327,-0.012407,1.5824,-1.6498
0.15,0.015954,-0.012125,1.8013,-1.8941
0.155,0.016757,-0.012125,1.9414,-2.0508
0.16,0.017392,-0.011891,2.0077,-2.1202
0.165,0.018426,-0.011377,2.0019,-2.1004
0.17,0.019067,-0.011378,1.9298,-1.9975
0.175,0.019708,-0.010868,1.8565,-1.8759
0.18,0.020349,-0.010569,1.7805,-1.7372
0.185,0.020987,-0.010363,1.7002,-1.5826
0.19,0.021526,-0.0095566,1.6169,-1.4166
0.195,0.022077,-0.0087439,1.5304,-1.2346
0.2,0.022718,-0.008254,1.4382,-1.0379
0.205,0.022999,-0.0077566,1.3413,-0.8302
0.21,0.023568,-0.0067774,1.2417,-0.61386
0.215,0.024199,-0.0064345,1.1421,-0.39215
0.22,0.024817,-0.0059622,1.0425,-0.1768
0.225,0.025102,-0.0052644,0.94481,0.029937
0.23,0.025389,-0.0044538,0.85075,0.22426
0.235,0.025965,-0.0036588,0.76071,0.40324
0.24,0.026544,-0.0028824,0.67248,0.56964
0.245,0.026834,-0.0021704,0.58456,0.72899
0.25,0.027125,-0.0010899,0.46776,0.90876
0.255,0.027125,-0.00037174,0.3247,1.1113
0.26,0.027416,0.00037085,0.15507,1.3356
0.265,0.027706,0.0011121,-0.038319,1.5784
0.27,0.027997,0.0022161,-0.24958,1.8357
0.275,0.028287,0.0028825,-0.417,2.0434
0.28,0.028577,0.0035848,-0.54396,2.1978
0.285,0.028577,0.0043631,-0.63173,2.2992
0.29,0.028866,0.0053916,-0.68217,2.3458
0.295,0.028866,0.0063039,-0.70054,2.3412
0.3,0.028866,0.0069726,-0.72098,2.3199
0.305,0.028866,0.007772,-0.74278,2.2838
0.31,0.028866,0.0087444,-0.76513,2.2357
0.315,0.028866,0.0095566,-0.78657,2.1786
0.32,0.028577,0.010569,-0.80656,2.1078
0.325,0.028287,0.011602,-0.82386,2.0259
0.33,0.027997,0.012651,-0.83809,1.9353
0.335,0.027997,0.013447,-0.85009,1.8334
0.34,0.027997,0.013968,-0.86263,1.7244
0.345,0.027706,0.015008,-0.87566,1.6185
0.35,0.027416,0.016038,-0.88798,1.515
0.355,0.027125,0.017153,-0.90113,1.4148
0.36,0.026834,0.017859,-0.91633,1.3233
0.365,0.026544,0.018994,-0.93268,1.2381
0.37,0.026254,0.019817,-0.94788,1.1534
0.375,0.025676,0.020981,-0.96415,1.0712
0.38,0.025389,0.022151,-0.98064,0.99169
0.385,0.025102,0.022962,-0.99399,0.91485
0.39,0.024817,0.023757,-1.0031,0.84094
0.395,0.024533,0.024473,-1.0111,0.77037
0.4,0.02397,0.025566,-1.0173,0.70514
0.405,0.023349,0.027052,-1.024,0.64647
0.41,0.023071,0.027416,-1.032,0.59251
0.415,0.02244,0.028505,-1.0426,0.5444
0.42,0.022077,0.029228,-1.0533,0.5039
0.425,0.021255,0.030717,-1.0628,0.46937
0.43,0.020614,0.031779,-1.0683,0.43781
0.435,0.020349,0.032223,-1.0708,0.40847
0.44,0.019708,0.033378,-1.0699,0.38206
0.445,0.019067,0.034057,-1.0663,0.35903
0.45,0.018426,0.034862,-1.059,0.33414
0.455,0.017787,0.03567,-1.0484,0.30679
0.46,0.017392,0.035837,-1.035,0.27999
0.465,0.016757,0.036659,-1.0189,0.2512
0.47,0.015954,0.03728,-1.0007,0.21777
0.475,0.015327,0.037579,-0.98337,0.18265
0.48,0.014733,0.037779,-0.96724,0.14616
0.485,0.014114,0.038283,-0.9509,0.10697
0.49,0.013302,0.038576,-0.93369,0.06225
0.495,0.012492,0.03886,-0.91626,0.01401
0.5,0.012089,0.039079,-0.89567,-0.036906
0.505,0.011288,0.039358,-0.87332,-0.089728
0.51,0.010659,0.039079,-0.85094,-0.14798
0.515,0.0098693,0.039359,-0.83013,-0.20665
0.52,0.009237,0.039079,-0.8096,-0.2665
0.525,0.0083488,0.038576,-0.79273,-0.33017
0.53,0.0077074,0.038364,-0.77538,-0.40025
0.535,0.0070667,0.038075,-0.75759,-0.47172
0.54,0.0061606,0.037279,-0.73718,-0.54971
0.545,0.005252,0.036787,-0.71563,-0.63541
0.55,0.004622,0.03616,-0.69036,-0.72859
0.555,0.0037236,0.035669,-0.66554,-0.82464
0.56,0.0028824,0.034715,-0.64094,-0.92754
0.565,0.0023135,0.03372,-0.61785,-1.0351
0.57,0.0014271,0.032917,-0.59448,-1.1467
0.575,0.00057205,0.031691,-0.57432,-1.257
0.58,0,0.030717,-0.55599,-1.3671
0.585,-0.00057205,0.029227,-0.53755,-1.4756
0.59,-0.0017112,0.027771,-0.52066,-1.5815
0.595,-0.002276,0.026689,-0.50443,-1.6847
0.6,-0.0031643,0.024533,-0.48677,-1.788
0.605,-0.0037236,0.023403,-0.46795,-1.8892
0.61,-0.004345,0.021573,-0.44905,-1.9908
0.615,-0.0049759,0.019323,-0.42712,-2.0901
0.62,-0.0055248,0.018045,-0.40372,-2.1863
0.625,-0.0061606,0.015971,-0.37994,-2.2786
0.63,-0.006429,0.013969,-0.35377,-2.3723
0.635,-0.0066936,0.012367,-0.3245,-2.4597
0.64,-0.007328,0.010059,-0.29371,-2.5441
0.645,-0.0077074,0.0079297,-0.26194,-2.6257
0.65,-0.0080919,0.0055014,-0.22478,-2.7029
0.655,-0.0083488,0.002528,-0.1857,-2.7722
0.66,-0.0086013,0.001089,-0.14555,-2.8393
0.665,-0.0086013,-0.0018503,-0.10289,-2.8986
0.67,-0.0086013,-0.0048078,-0.055078,-2.9514
0.675,-0.0086013,-0.007757,-0.0062802,-3.0001
0.68,-0.0086013,-0.0094326,0.047069,-3.042
0.685,-0.0086013,-0.012368,0.10657,-3.0764
0.69,-0.0086013,-0.01534,0.16913,-3.107
0.695,-0.0086013,-0.017788,0.23174,-3.1299
0.7,-0.0086013,-0.020001,0.29702,-3.1423
0.705,-0.0088505,-0.022292,0.36074,-3.1476
0.71,-0.0089899,-0.024779,0.41913,-3.1424
0.715,-0.0089899,-0.027416,0.47687,-3.1254
0.72,-0.0093823,-0.029266,0.53173,-3.0966
0.725,-0.0096282,-0.031429,0.58166,-3.0555
0.73,-0.0098693,-0.03372,0.62903,-3.0033
0.735,-0.010263,-0.035172,0.67495,-2.9378
0.74,-0.010659,-0.037365,0.71242,-2.8576
0.745,-0.011059,-0.039018,0.74436,-2.7648
0.75,-0.011461,-0.040863,0.7701,-2.6628
0.755,-0.011867,-0.042424,0.78712,-2.5443
0.76,-0.012273,-0.044468,0.79451,-2.4193
0.765,-0.012492,-0.046259,0.79686,-2.2904
0.77,-0.013302,-0.048054,0.79284,-2.1555
0.775,-0.013708,-0.049674,0.78101,-2.0144
0.78,-0.014114,-0.051529,0.76418,-1.8707
0.785,-0.01471,-0.053742,0.74365,-1.7209
0.79,-0.015109,-0.055187,0.71489,-1.565
0.795,-0.015728,-0.056643,0.67719,-1.4009
0.8,-0.016128,-0.058066,0.6318,-1.2264
0.805,-0.016757,-0.059541,0.57582,-1.0507
0.81,-0.017153,-0.061341,0.50855,-0.8657
0.815,-0.017787,-0.063085,0.43424,-0.67371
0.82,-0.018283,-0.064074,0.35544,-0.48156
0.825,-0.018677,-0.065699,0.27287,-0.29791
0.83,-0.019067,-0.067277,0.1918,-0.11473
0.835,-0.019451,-0.068792,0.11496,0.058026
0.84,-0.020088,-0.070304,0.040627,0.21916
0.845,-0.020614,-0.071884,-0.028828,0.3656
0.85,-0.020987,-0.073362,-0.091606,0.5009
0.855,-0.021255,-0.074475,-0.15013,0.6242
0.86,-0.0218,-0.076404,-0.20508,0.7312
0.865,-0.022164,-0.077971,-0.25095,0.81978
0.87,-0.02244,-0.079422,-0.28977,0.89402
0.875,-0.022718,-0.080472,-0.32109,0.95589
0.88,-0.022999,-0.081891,-0.34366,0.99782
0.885,-0.023349,-0.083314,-0.35675,1.032
0.89,-0.023631,-0.085129,-0.36511,1.0599
0.895,-0.023913,-0.086259,-0.36694,1.0822
0.9,-0.024251,-0.087749,-0.36343,1.0961
0.905,-0.024533,-0.089546,-0.35609,1.1062
0.91,-0.024533,-0.0905,-0.3445,1.1102
0.915,-0.024533,-0.09211,-0.3247,1.108
0.92,-0.024533,-0.093405,-0.29847,1.0961
0.925,-0.024533,-0.094418,-0.26451,1.0764
0.93,-0.024533,-0.095954,-0.22032,1.053
0.935,-0.024533,-0.097254,-0.16819,1.0165
0.94,-0.024533,-0.098285,-0.11018,0.9728
0.945,-0.024199,-0.099913,-0.04677,0.92417
0.95,-0.023913,-0.10107,0.020914,0.87431
0.955,-0.023631,-0.10225,0.089212,0.82102
0.96,-0.023631,-0.10358,0.15809,0.77077
0.965,-0.023349,-0.10511,0.22706,0.71898
0.97,-0.023071,-0.10666,0.29492,0.67236
0.975,-0.023071,-0.10818,0.35949,0.6268
0.98,-0.02244,-0.10966,0.42221,0.57928
0.985,-0.021891,-0.1108,0.48507,0.53545
0.99,-0.021526,-0.1126,0.54514,0.49766
0.995,-0.021154,-0.11403,0.60235,0.46129
1,-0.020614,-0.1155,0.65866,0.42667
1.005,-0.020349,-0.11663,0.71249,0.40126
1.01,-0.019451,-0.11841,0.76213,0.37407
1.015,-0.018677,-0.12053,0.81086,0.34587
1.02,-0.018033,-0.12234,0.85942,0.31347
1.025,-0.017546,-0.12363,0.90748,0.28148
1.03,-0.016757,-0.1257,0.95767,0.24432
1.035,-0.015728,-0.12783,1.0082,0.20399
1.04,-0.014923,-0.12996,1.0561,0.15879
1.045,-0.014114,-0.13192,1.1013,0.11311
1.05,-0.013302,-0.13378,1.1425,0.060224
1.055,-0.012492,-0.13523,1.1767,0.0025665
1.06,-0.011867,-0.13671,1.2051,-0.051594
1.065,-0.011059,-0.13817,1.2291,-0.1041
1.07,-0.010497,-0.13971,1.247,-0.15234
1.075,-0.0096282,-0.14117,1.2585,-0.19172
1.08,-0.0089899,-0.14234,1.2643,-0.22479
1.085,-0.0083488,-0.14304,1.265,-0.25321
1.09,-0.0077074,-0.14434,1.2593,-0.27134
1.095,-0.0068014,-0.14485,1.2503,-0.28243
1.1,-0.0060627,-0.14663,1.2404,-0.28625
1.105,-0.0055248,-0.14714,1.2294,-0.27703
1.11,-0.004896,-0.14816,1.2137,-0.26048
1.115,-0.0040663,-0.14845,1.1961,-0.23643
1.12,-0.0034452,-0.14902,1.1748,-0.20602
1.125,-0.0025983,-0.14952,1.1466,-0.16653
1.13,-0.0019938,-0.15029,1.115,-0.12565
1.135,-0.0014271,-0.15079,1.0819,-0.074599
1.14,-0.00057205,-0.15104,1.0448,-0.016108
1.145,0.00028575,-0.15104,1.0033,0.054563
1.15,0.0011429,-0.15128,0.95998,0.1318
1.155,0.0017396,-0.1513,0.90999,0.2246
1.16,0.002276,-0.15181,0.85497,0.3301
1.165,0.0031643,-0.1513,0.79737,0.44973
1.17,0.0040663,-0.1513,0.738,0.5795
1.175,0.004622,-0.1513,0.67514,0.72564
1.18,0.0055248,-0.15104,0.61289,0.8806
1.185,0.006429,-0.15053,0.55412,1.0397
1.19,0.0070667,-0.15027,0.49752,1.1979
1.195,0.0079646,-0.15003,0.44522,1.3525
1.2,0.0086013,-0.14976,0.39943,1.497
1.205,0.0093823,-0.14925,0.36003,1.6335
1.21,0.010263,-0.14874,0.32389,1.7593
1.215,0.011059,-0.14795,0.29363,1.8764
1.22,0.012089,-0.14724,0.26557,1.9832
1.225,0.012683,-0.14683,0.2389,2.0824
1.23,0.013302,-0.14645,0.21332,2.1695
1.235,0.014114,-0.14565,0.19026,2.2514
1.24,0.01471,-0.14517,0.16648,2.3222
1.245,0.015327,-0.14452,0.14419,2.3862
1.25,0.015954,-0.14386,0.12448,2.4367
1.255,0.01659,-0.14338,0.10511,2.4806
1.26,0.017787,-0.14213,0.087006,2.5118
1.265,0.018426,-0.14101,0.072437,2.5376
1.27,0.018814,-0.14074,0.059673,2.5526
1.275,0.019324,-0.14008,0.047307,2.5619
1.28,0.01997,-0.13934,0.037983,2.5574
1.285,0.020614,-0.13817,0.028576,2.5412
1.29,0.021255,-0.13708,0.017979,2.5086
1.295,0.02162,-0.13671,0.0074271,2.4644
1.3,0.022164,-0.13563,-0.00012792,2.4079
1.305,0.022718,-0.1345,-0.0078439,2.3457
1.31,0.023282,-0.13334,-0.017917,2.2753
1.315,0.023631,-0.13262,-0.029718,2.2029
1.32,0.023913,-0.13192,-0.04421,2.1291
1.325,0.024533,-0.13124,-0.063927,2.0543
1.33,0.025102,-0.12996,-0.086896,1.977
1.335,0.025389,-0.12915,-0.11054,1.902
1.34,0.025676,-0.12833,-0.13681,1.8251
1.345,0.025965,-0.12721,-0.16465,1.747
1.35,0.026529,-0.12621,-0.19425,1.6683
1.355,0.026544,-0.12592,-0.22667,1.5892
1.36,0.026834,-0.12467,-0.26104,1.5072
1.365,0.027125,-0.12388,-0.29444,1.4286
1.37,0.027416,-0.12259,-0.32572,1.3526
1.375,0.027416,-0.12207,-0.35595,1.2808
1.38,0.027416,-0.12133,-0.38424,1.2132
1.385,0.027706,-0.12053,-0.41305,1.1489
1.39,0.027997,-0.11953,-0.44405,1.0812
1.395,0.027997,-0.11872,-0.47758,1.0117
1.4,0.027997,-0.11792,-0.51169,0.94091
1.405,0.027997,-0.11711,-0.5465,0.86968
1.41,0.027997,-0.1163,-0.57785,0.8005
1.415,0.027997,-0.1155,-0.60628,0.73757
1.42,0.027701,-0.11516,-0.63333,0.67715
1.425,0.027701,-0.11403,-0.66059,0.61702
1.43,0.027125,-0.11303,-0.68821,0.55567
1.435,0.027125,-0.1126,-0.71683,0.49446
1.44,0.026834,-0.11193,-0.74569,0.43274
1.445,0.026834,-0.11078,-0.77309,0.3731
1.45,0.026544,-0.11003,-0.799,0.31804
1.455,0.026254,-0.10892,-0.82286,0.26858
1.46,0.025965,-0.10818,-0.84541,0.22553
1.465,0.025676,-0.1074,-0.86603,0.18907
1.47,0.025389,-0.10672,-0.88631,0.15608
1.475,0.025102,-0.106,-0.90514,0.12352
1.48,0.024533,-0.10475,-0.92116,0.096182
1.485,0.024199,-0.10405,-0.9353,0.069968
1.49,0.023631,-0.10288,-0.94953,0.044046
1.495,0.023349,-0.10206,-0.96447,0.019907
1.5,0.022718,-0.10092,-0.97823,0.0030993
1.505,0.022077,-0.099399,-0.99256,-0.012783
1.51,0.021526,-0.098579,-1.0067,-0.022425
1.515,0.020882,-0.097255,-1.0196,-0.025186
1.52,0.020234,-0.096207,-1.0301,-0.018252
1.525,0.01997,-0.095442,-1.0397,-0.0083396
1.53,0.019067,-0.093624,-1.0491,0.0070566
1.535,0.018426,-0.092609,-1.0587,0.024433
1.54,0.017392,-0.090991,-1.068,0.044564
1.545,0.016993,-0.090176,-1.0749,0.067316
1.55,0.015954,-0.088682,-1.0819,0.096452
1.555,0.015142,-0.087403,-1.0854,0.12952
1.56,0.014324,-0.08626,-1.086,0.16848
1.565,0.013503,-0.085129,-1.0828,0.21
1.57,0.012897,-0.084059,-1.0801,0.24948
1.575,0.012089,-0.082974,-1.0738,0.28559
1.58,0.011059,-0.081891,-1.0689,0.31888
1.585,0.010423,-0.08152,-1.0635,0.34271
1.59,0.0097803,-0.080796,-1.0585,0.35736
1.595,0.0089899,-0.080076,-1.0506,0.36802
1.6,0.0083488,-0.079666,-1.042,0.37397
1.605,0.0074459,-0.079304,-1.0302,0.3709
1.61,0.0068014,-0.078588,-1.0162,0.36543
1.615,0.0061606,-0.078511,-0.99903,0.35519
1.62,0.005252,-0.07815,-0.97988,0.33641
1.625,0.004345,-0.077884,-0.95943,0.30605
1.63,0.0034452,-0.07763,-0.93766,0.26867
1.635,0.0028824,-0.077884,-0.91348,0.2179
1.64,0.0020267,-0.07815,-0.88849,0.15624
1.645,0.0011429,-0.078234,-0.86117,0.081347
1.65,0.00028575,-0.078662,-0.83291,-0.0020678
1.655,-0.00057205,-0.079012,-0.80261,-0.096418
1.66,-0.0011618,-0.080076,-0.77192,-0.20053
1.665,-0.0020267,-0.080435,-0.73946,-0.31553
1.67,-0.0028824,-0.081157,-0.70839,-0.43947
1.675,-0.0035021,-0.082247,-0.67237,-0.57783
1.68,-0.004345,-0.082611,-0.63478,-0.72453
1.685,-0.005252,-0.084058,-0.59515,-0.87909
1.69,-0.0061606,-0.085129,-0.55665,-1.0389
1.695,-0.0066936,-0.085906,-0.5147,-1.2017
1.7,-0.0077074,-0.0873,-0.47678,-1.3626
1.705,-0.0083488,-0.088757,-0.43865,-1.5264
1.71,-0.0089899,-0.090019,-0.40138,-1.685
1.715,-0.0096282,-0.091617,-0.36324,-1.8381
1.72,-0.010263,-0.092906,-0.32694,-1.9868
1.725,-0.010891,-0.094418,-0.28939,-2.1284
1.73,-0.011461,-0.096207,-0.25414,-2.2582
1.735,-0.011687,-0.097771,-0.21921,-2.3841
1.74,-0.012089,-0.099913,-0.18449,-2.5042
1.745,-0.012492,-0.10157,-0.14874,-2.6165
1.75,-0.012897,-0.10336,-0.11103,-2.7229
1.755,-0.013302,-0.1053,-0.069961,-2.8258
1.76,-0.013507,-0.10781,-0.027445,-2.9198
1.765,-0.013708,-0.11003,0.018059,-3.0057
1.77,-0.013708,-0.11224,0.065306,-3.0834
1.775,-0.014114,-0.11376,0.11392,-3.1507
1.78,-0.014114,-0.11644,0.16384,-3.2065
1.785,-0.014114,-0.11891,0.21641,-3.2489
1.79,-0.014114,-0.12104,0.26978,-3.2784
1.795,-0.014114,-0.12311,0.32447,-3.2935
1.8,-0.014114,-0.12548,0.37764,-3.2942
1.805,-0.013708,-0.12816,0.43033,-3.2839
1.81,-0.013708,-0.13064,0.48329,-3.2651
1.815,-0.013503,-0.13298,0.53824,-3.2375
1.82,-0.013503,-0.13495,0.5925,-3.2027
1.825,-0.013503,-0.13671,0.65085,-3.1619
1.83,-0.013503,-0.13925,0.70947,-3.1083
1.835,-0.013503,-0.14109,0.76628,-3.0454
1.84,-0.013708,-0.14317,0.81802,-2.9727
1.845,-0.013708,-0.1455,0.86691,-2.8906
1.85,-0.013913,-0.14683,0.90829,-2.8012
1.855,-0.013913,-0.14846,0.94472,-2.7078
1.86,-0.013913,-0.15053,0.97498,-2.6073
1.865,-0.014114,-0.15283,0.99982,-2.5014
1.87,-0.014309,-0.15463,1.0172,-2.3887
1.875,-0.014923,-0.15607,1.0264,-2.2683
1.88,-0.015142,-0.15792,1.0259,-2.1425
1.885,-0.015142,-0.15934,1.0181,-2.009
1.89,-0.015327,-0.16197,1.0026,-1.8698
1.895,-0.015549,-0.1634,0.97938,-1.7245
1.9,-0.015954,-0.16486,0.95188,-1.5772
1.905,-0.016184,-0.16671,0.91955,-1.4254
1.91,-0.01659,-0.16859,0.88014,-1.2768
1.915,-0.016757,-0.17046,0.83416,-1.1288
1.92,-0.016757,-0.17194,0.78433,-0.98647
1.925,-0.017153,-0.17386,0.72853,-0.84515
1.93,-0.017392,-0.17536,0.66671,-0.70622
1.935,-0.017787,-0.17744,0.60022,-0.56754
1.94,-0.017787,-0.1787,0.52935,-0.42961
1.945,-0.018283,-0.17997,0.453,-0.29005
1.95,-0.018426,-0.18116,0.37226,-0.15233
1.955,-0.018814,-0.18272,0.29142,-0.021002
1.96,-0.019067,-0.1854,0.21229,0.10095
1.965,-0.019067,-0.18755,0.13841,0.20778
1.97,-0.019067,-0.18897,0.07123,0.29973
1.975,-0.019451,-0.1912,0.012523,0.37363
1.98,-0.019708,-0.19333,-0.039399,0.4262
1.985,-0.019708,-0.19479,-0.083875,0.46536
1.99,-0.019708,-0.19662,-0.12311,0.49665
1.995,-0.019708,-0.19775,-0.15653,0.51698
2,-0.019451,-0.19968,-0.18122,0.53216
2.005,-0.019451,-0.2011,-0.19552,0.55174
2.01,-0.019197,-0.20227,-0.20043,0.56709
2.015,-0.019067,-0.20459,-0.19576,0.57788
2.02,-0.019067,-0.20587,-0.18195,0.5834
2.025,-0.018677,-0.20766,-0.16404,0.58413
2.03,-0.018179,-0.20896,-0.14185,0.57589
2.035,-0.018033,-0.21075,-0.11377,0.56471
2.04,-0.017635,-0.21268,-0.079448,0.54765
2.045,-0.017153,-0.21406,-0.039958,0.52869
2.05,-0.01659,-0.21638,0.0068696,0.5056
2.055,-0.015954,-0.21821,0.060099,0.47679
2.06,-0.015549,-0.22041,0.11802,0.44126
2.065,-0.014519,-0.22263,0.18081,0.39733
2.07,-0.013909,-0.22459,0.25123,0.3423
2.075,-0.013302,-0.22659,0.32668,0.27596
2.08,-0.012492,-0.22857,0.40588,0.20176
2.085,-0.011461,-0.23093,0.48908,0.12408
2.09,-0.010825,-0.23355,0.57295,0.05149
2.095,-0.0096282,-0.23617,0.65359,-0.015499
2.1,-0.009237,-0.23782,0.73233,-0.068244
2.105,-0.0083488,-0.23996,0.80854,-0.10215
2.11,-0.0077074,-0.24219,0.87905,-0.12805
2.115,-0.0068014,-0.2438,0.94663,-0.14976
2.12,-0.0061606,-0.24563,1.0104,-0.1635
2.125,-0.0055248,-0.24747,1.0664,-0.17889
2.13,-0.004896,-0.24968,1.1127,-0.20521
2.135,-0.004345,-0.25084,1.15,-0.23299
2.14,-0.0037236,-0.2527,1.1763,-0.26159
2.145,-0.0031643,-0.25386,1.1931,-0.28955
2.15,-0.0025563,-0.25548,1.204,-0.31473
2.155,-0.0019938,-0.25649,1.2088,-0.33026
2.16,-0.0014271,-0.25761,1.2086,-0.33701
2.165,-0.00085734,-0.2584,1.2032,-0.3333
2.17,-0.00028575,-0.25993,1.1911,-0.32312
2.175,0.00028575,-0.26096,1.1715,-0.30319
2.18,0.0008435,-0.26221,1.1464,-0.27304
2.185,0.0014507,-0.26227,1.1151,-0.23041
2.19,0.0019938,-0.2635,1.0762,-0.1761
2.195,0.0025983,-0.2641,1.0297,-0.10362
2.2,0.0031643,-0.26527,0.97687,-0.016186
2.205,0.0034452,-0.26638,0.91659,0.0842
2.21,0.0040663,-0.26704,0.84722,0.19094
2.215,0.0045484,-0.26876,0.7735,0.30068
2.22,0.004896,-0.26945,0.69488,0.41029
2.225,0.0055248,-0.2703,0.61158,0.51632
2.23,0.0060627,-0.27057,0.52619,0.6193
2.235,0.006429,-0.27168,0.44349,0.72279
2.24,0.0068014,-0.27273,0.35997,0.82562
2.245,0.0077074,-0.27307,0.28228,0.92253
2.25,0.0083488,-0.27416,0.21021,1.0183
2.255,0.0083488,-0.27558,0.14378,1.1107
2.26,0.0087382,-0.27668,0.082166,1.1937
2.265,0.0093823,-0.27739,0.029519,1.2707
2.27,0.010023,-0.27817,-0.018699,1.3395
2.275,0.010263,-0.27955,-0.063458,1.3972
2.28,0.010659,-0.2808,-0.10274,1.4392
2.285,0.010825,-0.28193,-0.13864,1.4685
2.29,0.011461,-0.28273,-0.17273,1.4793
2.295,0.011867,-0.28402,-0.20416,1.477
2.3,0.012492,-0.28472,-0.23078,1.4603
2.305,0.012683,-0.2866,-0.25535,1.4331
2.31,0.013302,-0.28786,-0.27535,1.3902
2.315,0.013503,-0.2894,-0.29105,1.3361
2.32,0.014114,-0.29019,-0.30234,1.2653
2.325,0.014519,-0.29171,-0.31126,1.1802
2.33,0.014923,-0.29283,-0.31525,1.0832
2.335,0.015327,-0.29446,-0.31495,0.98292
2.34,0.015728,-0.29641,-0.31119,0.88017
2.345,0.016356,-0.29791,-0.30177,0.77683
2.35,0.016757,-0.2994,-0.28718,0.67274
2.355,0.017392,-0.30157,-0.27034,0.55962
2.36,0.017787,-0.30342,-0.25195,0.4378
2.365,0.018537,-0.30523,-0.22967,0.30644
2.37,0.018677,-0.30673,-0.21191,0.16886
2.375,0.019067,-0.30835,-0.19723,0.02609
2.38,0.019708,-0.31081,-0.18301,-0.10947
2.385,0.020234,-0.31244,-0.16956,-0.23658
2.39,0.020882,-0.31477,-0.1614,-0.35857
2.395,0.020882,-0.31658,-0.15221,-0.47248
2.4,0.021526,-0.31842,-0.13987,-0.5772
2.405,0.0218,-0.31993,-0.12965,-0.67303
2.41,0.022164,-0.32154,-0.12075,-0.76306
2.415,0.022164,-0.32372,-0.11254,-0.83991
2.42,0.02244,-0.32533,-0.10387,-0.90462
2.425,0.02244,-0.32641,-0.1011,-0.9586
2.43,0.02244,-0.32862,-0.10075,-1.0057
2.435,0.022718,-0.32971,-0.10601,-1.0415
2.44,0.022718,-0.33116,-0.11298,-1.0651
2.445,0.022718,-0.33265,-0.12528,-1.0784
2.45,0.022718,-0.33449,-0.13807,-1.0797
2.455,0.02244,-0.33563,-0.15422,-1.0705
2.46,0.0218,-0.33708,-0.17249,-1.0563
2.465,0.0218,-0.33905,-0.19623,-1.0419
2.47,0.021526,-0.34036,-0.22522,-1.0236
2.475,0.021526,-0.34194,-0.26037,-1.0019
2.48,0.020882,-0.34296,-0.30064,-0.9682
2.485,0.020614,-0.34474,-0.34447,-0.92274
2.49,0.020234,-0.34583,-0.39372,-0.86192
2.495,0.01997,-0.34734,-0.44299,-0.78916
2.5,0.019324,-0.34896,-0.49403,-0.70587
2.505,0.018933,-0.34976,-0.54614,-0.6208
2.51,0.018283,-0.35135,-0.60125,-0.53369
2.515,0.017787,-0.35282,-0.6554,-0.44516
2.52,0.017153,-0.35428,-0.71345,-0.35501
2.525,0.01659,-0.35531,-0.77596,-0.26137
2.53,0.015954,-0.35676,-0.83989,-0.16943
2.535,0.015142,-0.35821,-0.90381,-0.078324
2.54,0.014519,-0.35964,-0.96567,0.0084945
2.545,0.013708,-0.36041,-1.027,0.089786
2.55,0.012897,-0.3619,-1.0821,0.16038
2.555,0.012492,-0.36258,-1.1318,0.23033
2.56,0.011461,-0.36385,-1.1748,0.29689
2.565,0.010825,-0.36466,-1.2152,0.35686
2.57,0.010023,-0.36596,-1.2487,0.4102
2.575,0.0093823,-0.36677,-1.279,0.4638
2.58,0.0087382,-0.36756,-1.3062,0.5099
2.585,0.0078317,-0.36857,-1.3268,0.5525
2.59,0.0068014,-0.3696,-1.3404,0.59675
2.595,0.0061606,-0.37036,-1.3468,0.64202
2.6,0.005252,-0.37137,-1.3468,0.68287
2.605,0.004622,-0.37188,-1.3392,0.72059
2.61,0.0037236,-0.37266,-1.3302,0.75541
2.615,0.0028824,-0.37346,-1.3162,0.78274
2.62,0.0020267,-0.37376,-1.3009,0.80606
2.625,0.0014507,-0.37396,-1.2793,0.82917
